date,channel,region,cohort,sessions,dau,orders,successful_payments,revenue,conversion_rate,payment_success_rate,bounce_rate,cac,is_injected_anomaly
2024-01-03,Web,West,New,1682.0,1027,51.0,47.0,25652.97306524556,0.03032104637336504,0.928809492878764,0.33525287627600703,132.44353853598975,0
2024-01-03,Web,West,Repeat,548.0,227,29.0,26.0,14811.906829200814,0.05291970802919708,0.9300362722238936,0.4377967640895826,127.87746385786988,0
2024-01-04,App,North,New,2133.0,898,83.0,77.0,45652.359879028336,0.038912330051570555,0.9312179321423433,0.40567586726256244,128.60627380134784,0
2024-01-04,App,North,Repeat,1107.0,485,70.0,65.0,39843.03927830112,0.06323396567299007,0.9396243545685626,0.42335285863644445,137.42987906398878,0
2024-01-04,App,South,New,2232.0,1499,92.0,84.0,28189.923235329614,0.04121863799283154,0.9175460096035881,0.4442495233593333,97.95484260180937,0
2024-01-04,App,South,Repeat,1100.0,526,63.0,61.0,28924.266435822523,0.057272727272727274,0.9690256017147152,0.3979957431313499,145.56537062989952,0
2024-01-04,App,East,New,2506.0,1555,92.0,87.0,33818.62015441794,0.03671189146049481,0.9475350929990466,0.4373646802561631,179.20243192805654,0
2024-01-04,App,East,Repeat,1772.0,841,111.0,105.0,60998.001337548114,0.0626410835214447,0.9508735129073751,0.411448926909427,96.70178018532381,0
2024-01-04,App,West,New,1078.0,675,50.0,46.0,21161.14082370407,0.04638218923933209,0.9304200768326553,0.3880387601065123,96.91036272434506,0
2024-01-04,App,West,Repeat,2212.0,1446,142.0,133.0,84905.19864421616,0.06419529837251356,0.937840837794652,0.3937737376203158,113.77646647498497,0
2024-01-04,Web,North,New,2182.0,927,78.0,71.0,40956.45835827592,0.035747021081576534,0.9139052662984901,0.3828705565884677,174.19804487773257,0
2024-01-04,Web,North,Repeat,1794.0,748,100.0,88.0,65458.98404136519,0.055741360089186176,0.8881996450273945,0.48852157582833594,104.5640508786455,0
2024-01-04,Web,South,New,1272.0,878,50.0,46.0,33737.98022214935,0.03930817610062893,0.9399212846645175,0.38707911320912824,114.69641907596657,0
2024-01-04,Web,South,Repeat,1916.0,1238,116.0,106.0,36296.39884651517,0.060542797494780795,0.9205792338876336,0.41160249686788186,149.06477049508229,0
2024-01-04,Web,East,New,2076.0,1061,65.0,60.0,41314.4074778231,0.0313102119460501,0.9257310569657631,0.29814620325139307,172.1337683479578,0
2024-01-04,Web,East,Repeat,538.0,285,33.0,30.0,17572.095378075162,0.06133828996282528,0.9185159710238464,0.32540128372705757,131.86817026374678,0
2024-01-04,Web,West,New,1103.0,480,45.0,42.0,24850.744067040352,0.04079782411604715,0.9454172620292809,0.39456199257715713,119.99981524767628,0
2024-01-04,Web,West,Repeat,1389.0,775,79.0,75.0,59171.275078285165,0.05687544996400288,0.9571763326666546,0.38568267419170404,118.92035270498093,0
2024-01-05,App,North,New,1821.0,1215,74.0,68.0,22909.083201003563,0.040637012630422846,0.930251848015636,0.42368136938637824,139.9402189102925,0
2024-01-05,App,North,Repeat,2212.0,1028,133.0,121.0,80894.59270350265,0.060126582278481014,0.9120552733727739,0.4762914978625416,144.06780391683745,0
2024-01-05,App,South,New,2445.0,1675,96.0,91.0,55516.03319996991,0.0392638036809816,0.9495261825296221,0.3580139078909612,134.9506660149585,0
2024-01-05,App,South,Repeat,1436.0,673,81.0,74.0,31818.144925607718,0.056406685236768804,0.9140352956393694,0.3331077588095811,111.72685927801817,0
2024-01-05,App,East,New,1924.0,1079,86.0,78.0,50104.51572960129,0.0446985446985447,0.918461926886752,0.4370981508264733,131.13241504841199,0
2024-01-05,App,East,Repeat,1587.0,1052,106.0,95.0,48034.61803780503,0.06679269061121614,0.9053653846498035,0.4094792460080295,134.43215986146578,0
2024-01-05,App,West,New,893.0,621,37.0,33.0,16184.699134411854,0.04143337066069429,0.9080530826286669,0.3942730077373691,130.84483819636387,0
2024-01-05,App,West,Repeat,1113.0,449,73.0,68.0,38567.77335100174,0.06558849955076371,0.9343736618455228,0.37578121540153486,132.49375246289804,0
2024-01-05,Web,North,New,1466.0,830,48.0,45.0,23637.2430444771,0.03274215552523874,0.94245699864695,0.3315704942229072,152.42285749009196,0
2024-01-05,Web,North,Repeat,559.0,283,32.0,29.0,16244.461663105005,0.057245080500894455,0.9366462802395918,0.3625756731721723,134.06228742149474,0
2024-01-05,Web,South,New,2011.0,1318,91.0,87.0,64234.431715638006,0.045251118846345105,0.9651068168488641,0.34898083763689225,98.41774481032047,0
2024-01-05,Web,South,Repeat,1730.0,1099,92.0,87.0,65387.07105243324,0.05317919075144509,0.9529924615766617,0.4262605856345474,123.20845984681044,0
2024-01-05,Web,East,New,1360.0,687,35.0,33.0,17118.33621339153,0.025735294117647058,0.9588867758396362,0.38652965827777214,139.1751170894241,0
2024-01-05,Web,East,Repeat,1483.0,998,86.0,80.0,51905.67485973854,0.05799055967633176,0.9344014865760725,0.3058058255383053,135.7530242971714,0
2024-01-05,Web,West,New,735.0,498,19.0,17.0,9002.653928025222,0.02585034013605442,0.9288890460220677,0.3996900430163064,123.61513526415068,0
2024-01-05,Web,West,Repeat,569.0,268,32.0,29.0,11337.2612237876,0.056239015817223195,0.937331964921937,0.35300601068363224,104.19670983267042,0
2024-01-06,App,North,New,2857.0,1892,120.0,111.0,66707.41445252328,0.04200210010500525,0.9303012876315799,0.4308053327009875,124.98694073708049,0
2024-01-06,App,North,Repeat,1785.0,808,102.0,91.0,43874.278677687435,0.05714285714285714,0.9013182226153496,0.3904233588043354,115.23920895983998,0
2024-01-06,App,South,New,2528.0,1081,125.0,115.0,63920.27827896752,0.04944620253164557,0.9260555665829295,0.38104711769088395,96.21798204822632,0
2024-01-06,App,South,Repeat,1876.0,1204,102.0,93.0,37634.74353515703,0.054371002132196165,0.9152717565548472,0.4289752200774927,105.93304719539674,0
2024-01-06,App,East,New,1940.0,913,79.0,75.0,49519.352302179934,0.040721649484536084,0.9619422544504163,0.4200109485203519,166.9330165012248,0
2024-01-06,App,East,Repeat,1241.0,694,69.0,63.0,35677.44389333323,0.055600322320709106,0.9274416481703848,0.3522229779699787,96.97293525443108,0
2024-01-06,App,West,New,1636.0,743,75.0,70.0,24122.151504921967,0.04584352078239609,0.9344667231739272,0.3219747042808665,124.80585659937385,0
2024-01-06,App,West,Repeat,792.0,478,48.0,44.0,15112.246337923321,0.06060606060606061,0.9298405471736677,0.4739972069445013,117.59745792729834,0
2024-01-06,Web,North,New,738.0,418,31.0,30.0,14681.58938926934,0.04200542005420054,0.9697227281245377,0.43557271325974134,147.03463867266012,0
2024-01-06,Web,North,Repeat,2477.0,1255,132.0,122.0,51070.834295895664,0.05329027048849415,0.9305538186323243,0.4063682739268578,87.12477308342827,0
2024-01-06,Web,South,New,1482.0,664,47.0,42.0,16240.845501189851,0.03171390013495277,0.9127201846064037,0.27486202391688924,178.51980382032295,0
2024-01-06,Web,South,Repeat,2095.0,1401,122.0,115.0,34804.75036786231,0.058233890214797135,0.9459496840895664,0.4072602030142729,148.25470140616,0
2024-01-06,Web,East,New,1323.0,816,50.0,47.0,26673.363203055396,0.03779289493575208,0.9466363635221053,0.4620985299004928,113.22651505255456,0
2024-01-06,Web,East,Repeat,2319.0,1152,126.0,117.0,49280.969346282196,0.054333764553686936,0.9355951469957342,0.2629522577770149,88.03857773174425,0
2024-01-06,Web,West,New,816.0,514,28.0,25.0,19150.179278211675,0.03431372549019608,0.9124860251666552,0.444096495519162,127.01536044683127,0
2024-01-06,Web,West,Repeat,641.0,361,29.0,26.0,16699.430122437832,0.0452418096723869,0.9019956889797294,0.41148312321165703,86.15076778698598,0
2024-01-07,App,North,New,3063.0,1851,130.0,124.0,66437.72369010982,0.042442050277505715,0.9588313724131581,0.3114878405829054,174.08044811681737,0
2024-01-07,App,North,Repeat,1235.0,770,67.0,63.0,50114.278508407806,0.05425101214574899,0.9436792327494891,0.3927737957323048,94.3501267037266,0
2024-01-07,App,South,New,1603.0,997,73.0,68.0,25152.260805293845,0.045539613225202745,0.9350884168660243,0.3702741973637875,109.74709920071918,0
2024-01-07,App,South,Repeat,1762.0,803,110.0,103.0,77655.10571881957,0.06242905788876277,0.9430679947582977,0.33544378055256474,102.13376076075463,0
2024-01-07,App,East,New,2478.0,1282,96.0,91.0,44450.9715388333,0.0387409200968523,0.956021048663246,0.3064604039487072,158.7991879348051,0
2024-01-07,App,East,Repeat,924.0,529,53.0,48.0,27164.579512516175,0.05735930735930736,0.9057899768186127,0.3193294672224604,84.66333786735719,0
2024-01-07,App,West,New,1002.0,588,32.0,30.0,11089.081089950809,0.031936127744510975,0.9528750808641386,0.4254689058168053,140.810731726011,0
2024-01-07,App,West,Repeat,2652.0,1516,175.0,166.0,61679.62280052298,0.06598793363499246,0.9494015555582745,0.4360386524570289,94.31812152186242,0
2024-01-07,Web,North,New,1408.0,933,56.0,51.0,18121.109292357785,0.03977272727272727,0.9197996720229051,0.46434874819247973,108.59306389729699,0
2024-01-07,Web,North,Repeat,687.0,359,36.0,34.0,22375.044270460185,0.05240174672489083,0.9566087712653817,0.49996586031249024,121.93205553441285,0
2024-01-07,Web,South,New,673.0,462,19.0,17.0,8700.573330574105,0.02823179791976226,0.9163947682561219,0.44068442879783254,172.59560234280903,0
2024-01-07,Web,South,Repeat,1748.0,752,83.0,78.0,46525.55330509404,0.04748283752860412,0.9473569807332637,0.3531742991251632,87.15488649576398,0
2024-01-07,Web,East,New,1989.0,1211,71.0,66.0,24833.788416170624,0.03569632981397687,0.9388423333062695,0.49410122482375174,131.62697638940043,0
2024-01-07,Web,East,Repeat,1862.0,803,114.0,105.0,40189.82679428271,0.061224489795918366,0.9234145258588837,0.37648592766352784,93.04246156458845,0
2024-01-07,Web,West,New,2054.0,1389,72.0,68.0,40503.3648153276,0.035053554040895815,0.951883830369419,0.37059565868427236,124.15656829825568,0
2024-01-07,Web,West,Repeat,2468.0,1570,134.0,122.0,61884.77963642129,0.05429497568881685,0.9116951724000727,0.4123051841145091,140.446269842907,0
2024-01-08,App,North,New,1226.0,661,54.0,50.0,29676.70560341418,0.04404567699836868,0.9292301655996053,0.42358440525989205,109.9031186639498,0
2024-01-08,App,North,Repeat,2121.0,1078,111.0,107.0,32800.55342747585,0.05233380480905234,0.966979121898907,0.45632825147738787,126.44761604116974,0
2024-01-08,App,South,New,1935.0,1340,99.0,88.0,64267.8087871923,0.05116279069767442,0.897413947788915,0.33301857509031046,121.16605658838407,0
2024-01-08,App,South,Repeat,1996.0,1036,121.0,115.0,54589.75244533665,0.06062124248496994,0.9569940925462139,0.3835191329096796,112.77622799089656,0
2024-01-08,App,East,New,2412.0,991,127.0,115.0,38278.246767130266,0.052653399668325045,0.9078579109079996,0.38725113912895726,140.0487826235167,0
2024-01-08,App,East,Repeat,1784.0,971,120.0,115.0,40421.43506155064,0.06726457399103139,0.9618343464637632,0.3991038213219073,103.40539679173375,0
2024-01-08,App,West,New,767.0,524,25.0,22.0,13683.994975629173,0.03259452411994785,0.9144436662481825,0.38190545143834986,109.11681817875998,0
2024-01-08,App,West,Repeat,2143.0,1414,127.0,121.0,51660.25812461991,0.059262715818945405,0.9544440669241588,0.2912838217956677,93.7279169785417,0
2024-01-08,Web,North,New,955.0,411,30.0,28.0,17538.445509926245,0.031413612565445025,0.9397874912245584,0.38246592360606063,116.42646404395413,0
2024-01-08,Web,North,Repeat,1681.0,976,90.0,80.0,27477.000598013976,0.05353955978584176,0.8961346765058043,0.3549733557406428,124.32685424376723,0
2024-01-08,Web,South,New,715.0,467,29.0,27.0,20393.424047794102,0.04055944055944056,0.9491650765230515,0.3250670299246523,165.30901583950342,0
2024-01-08,Web,South,Repeat,1206.0,695,73.0,68.0,34319.99617450217,0.06053067993366501,0.9451270313857477,0.3293487827329111,118.64330265963861,0
2024-01-08,Web,East,New,1923.0,1265,63.0,58.0,33807.52197903025,0.0327613104524181,0.9351494646916532,0.3990055135254605,111.296999661013,0
2024-01-08,Web,East,Repeat,1638.0,907,92.0,87.0,43610.926896468656,0.05616605616605617,0.9473948088045683,0.45285624666781543,95.26161752458606,0
2024-01-08,Web,West,New,2080.0,1352,72.0,67.0,25851.25607591817,0.03461538461538462,0.9369516341072335,0.3185203507011837,142.55095221132663,0
2024-01-08,Web,West,Repeat,1759.0,966,101.0,92.0,34040.85277838065,0.05741898806139852,0.9187726628180869,0.4157101866475226,98.45786618442315,0
2024-01-09,App,North,New,2508.0,1660,120.0,115.0,72739.60878640969,0.04784688995215311,0.9614098927052228,0.30795628843341777,139.58908724375834,0
2024-01-09,App,North,Repeat,792.0,356,42.0,38.0,22859.890079861372,0.05303030303030303,0.9230397382740633,0.4099279181448146,97.17443767769247,0
2024-01-09,App,South,New,855.0,556,37.0,34.0,22466.058639072395,0.04327485380116959,0.9275077243731307,0.4270500936301815,129.31854733637257,0
2024-01-09,App,South,Repeat,1395.0,950,84.0,76.0,23984.95913232882,0.060215053763440864,0.9128328443963758,0.4350154939704496,98.35848310098775,0
2024-01-09,App,East,New,2332.0,968,123.0,114.0,53251.90177656677,0.05274442538593482,0.9280788020055071,0.3823913508200205,102.31157366580794,0
2024-01-09,App,East,Repeat,1848.0,968,113.0,106.0,56163.12017633995,0.061147186147186144,0.9453596653938915,0.4800619113571021,85.31533872587354,0
2024-01-09,App,West,New,2428.0,972,93.0,85.0,59815.78570221235,0.03830313014827018,0.916822031560476,0.4108753952846781,103.28323779642342,0
2024-01-09,App,West,Repeat,900.0,564,62.0,59.0,39061.04821355759,0.06888888888888889,0.9556906606786779,0.43445181016074863,124.60621058526408,0
2024-01-09,Web,North,New,1990.0,945,54.0,50.0,39691.70019991617,0.027135678391959798,0.9288419018532443,0.4214809109566293,111.16832899069601,0
2024-01-09,Web,North,Repeat,1554.0,842,87.0,79.0,52575.43502260212,0.055984555984555984,0.9153411976244226,0.38192696376202845,93.48193194499413,0
2024-01-09,Web,South,New,1458.0,996,59.0,54.0,39002.8337604469,0.04046639231824417,0.9283916845258202,0.4469141902987999,99.10864131610138,0
2024-01-09,Web,South,Repeat,1682.0,856,88.0,80.0,59399.934260931244,0.052318668252080855,0.9128845050117487,0.5370939170134958,117.11855928444301,0
2024-01-09,Web,East,New,1633.0,1008,55.0,50.0,28487.28230938343,0.03368034292712799,0.9212053788345166,0.36747075792215717,148.57487562070875,0
2024-01-09,Web,East,Repeat,515.0,271,31.0,28.0,14867.199908058228,0.06019417475728155,0.9256379220325212,0.44979287643592475,149.32389193392441,0
2024-01-09,Web,West,New,866.0,573,33.0,30.0,20981.74853660498,0.03810623556581986,0.930940344262475,0.3741355774949814,136.30955210552833,0
2024-01-09,Web,West,Repeat,1255.0,720,77.0,70.0,24209.476728900056,0.06135458167330677,0.9164458198874992,0.32393775627056776,103.54593246798954,0
2024-01-10,App,North,New,697.1999999999999,721,22.0,20.0,9546.221576407766,0.02650602409638554,0.9243643078227899,0.34969420534582524,115.62305108819243,1
2024-01-10,App,North,Repeat,703.8,475,32.0,29.5,14518.818045605305,0.0381926683716965,0.9293063022522644,0.41171073662682606,127.57530978851489,1
2024-01-10,App,South,New,1317.0,1507,40.0,37.5,22285.39179324835,0.025512528473804096,0.9460371466408034,0.44157713788546415,179.09153242432214,1
2024-01-10,App,South,Repeat,765.0,534,38.5,36.5,15157.887823441597,0.04227450980392157,0.9527634148027562,0.3834206687868421,138.14497624254372,1
2024-01-10,App,East,New,1495.8,1169,46.5,42.5,16711.813070565408,0.026113116726835136,0.9180215120688133,0.3681306436346741,100.8587848313253,1
2024-01-10,App,East,Repeat,1130.3999999999999,875,62.0,60.5,34032.20290102311,0.04607218683651804,0.9800339642572089,0.42348103946877524,98.21633575660691,1
2024-01-10,App,West,New,763.1999999999999,798,22.5,21.0,14866.247812401487,0.024764150943396224,0.9394283111277282,0.36473946318351097,141.10585152304674,1
2024-01-10,App,West,Repeat,625.8,697,29.0,26.5,13132.999400565031,0.038926174496644296,0.9273388383065787,0.45628393921848154,99.10715623994204,1
2024-01-10,Web,North,New,1190.3999999999999,1362,36.0,33.5,21025.30317570361,0.025403225806451612,0.9366891357997406,0.3574721770668903,130.3100698979387,1
2024-01-10,Web,North,Repeat,928.1999999999999,621,42.5,39.0,22085.74912831486,0.03846153846153846,0.9252908655559062,0.4051064460435517,147.34853808144348,1
2024-01-10,Web,South,New,971.4,1082,28.5,27.0,20337.93521250183,0.02464484249536751,0.9506094684087166,0.49325016169987373,141.67742827178154,1
2024-01-10,Web,South,Repeat,1087.2,1202,53.5,50.0,36264.543227356044,0.041335540838852096,0.9418130966138463,0.45543517902914543,140.71059406718615,1
2024-01-10,Web,East,New,844.8,916,28.0,26.5,16146.60076135119,0.02784090909090909,0.9533859118089135,0.36754043375481604,169.99314377270997,1
2024-01-10,Web,East,Repeat,795.0,715,38.0,34.5,26025.097584896594,0.040150943396226414,0.9191620175122291,0.4319445522968387,80.07840780360766,1
2024-01-10,Web,West,New,1234.2,1336,34.5,32.0,14192.610130798605,0.02348079727758872,0.9300682950235682,0.4095549534009952,149.07233626940015,1
2024-01-10,Web,West,Repeat,1099.8,940,50.5,46.5,14378.444460663555,0.03857064920894708,0.9221812286066955,0.36647842164768707,110.25685487247586,1
2024-01-11,App,North,New,2069.0,1039,89.0,83.0,29154.15371161319,0.0430159497341711,0.9337321824631272,0.4087772914945254,101.69831296483444,0
2024-01-11,App,North,Repeat,1549.0,696,96.0,90.0,48310.82497957898,0.06197546804389929,0.945038052360654,0.4488449539018533,84.05443223911588,0
2024-01-11,App,South,New,2168.0,896,90.0,82.0,25608.06357481086,0.04151291512915129,0.9194838922537409,0.47827620146171707,153.39681163494643,0
2024-01-11,App,South,Repeat,2343.0,1266,139.0,129.0,91971.88939409333,0.05932565087494665,0.9317790454521941,0.45829568576857005,100.88621016929949,0
2024-01-11,App,East,New,2181.0,1378,81.0,74.0,54318.00993369483,0.037138927097661624,0.9229075163413302,0.4215420122166874,168.01824773576988,0
2024-01-11,App,East,Repeat,699.0,362,42.0,39.0,16184.11481487618,0.060085836909871244,0.9479577707752069,0.3896716415784336,94.91732928175583,0
2024-01-11,App,West,New,2090.0,1244,93.0,85.0,45611.42103439118,0.04449760765550239,0.9231404834339475,0.4171362673188852,160.75743495010036,0
2024-01-11,App,West,Repeat,879.0,516,54.0,50.0,34913.43227440441,0.06143344709897611,0.9339304233940294,0.43545018787942563,113.7065646058785,0
2024-01-11,Web,North,New,814.0,471,22.0,20.0,11584.126725831979,0.02702702702702703,0.9421233018122291,0.3713055258832434,150.72763521139024,0
2024-01-11,Web,North,Repeat,1050.0,504,55.0,50.0,26380.503727045027,0.05238095238095238,0.9173078992941329,0.4497876118340678,80.81343779356705,0
2024-01-11,Web,South,New,850.0,513,31.0,28.0,18506.42679097709,0.036470588235294116,0.9285543304385916,0.4607577504435877,176.02248559525222,0
2024-01-11,Web,South,Repeat,1948.0,802,114.0,103.0,43365.31831692016,0.058521560574948665,0.9106604771374158,0.39761443219290105,149.06638152870025,0
2024-01-11,Web,East,New,2184.0,1200,92.0,87.0,50444.71773168077,0.04212454212454213,0.9475472458115135,0.356184066601291,125.45266222157117,0
2024-01-11,Web,East,Repeat,1088.0,460,60.0,54.0,31523.602903062067,0.05514705882352941,0.9099675998021017,0.38594498535570226,128.2625478396086,0
2024-01-11,Web,West,New,741.0,340,31.0,29.0,9157.999099971808,0.04183535762483131,0.9484926736582554,0.49059900620674357,169.1614063946712,0
2024-01-11,Web,West,Repeat,1933.0,1227,109.0,100.0,63041.00591496253,0.05638903259182618,0.9232917571261162,0.5206696957558569,118.7101016814371,0
2024-01-12,App,North,New,2651.0,1710,133.0,121.0,68147.36098663484,0.05016974726518295,0.9162162436382086,0.3815239191588885,101.06957505520735,0
2024-01-12,App,North,Repeat,738.0,439,45.0,43.0,19973.874913015236,0.06097560975609756,0.9773711825595839,0.3787980709000251,112.91278148876656,0
2024-01-12,App,South,New,1562.0,710,67.0,63.0,34593.165068273884,0.04289372599231754,0.9525864887507901,0.4863771585050356,115.19019827182909,0
2024-01-12,App,South,Repeat,2250.0,1266,139.0,126.0,63205.465750801406,0.06177777777777778,0.9131325369092125,0.399322522597627,95.43927874456263,0
2024-01-12,App,East,New,2283.0,1089,103.0,95.0,63040.530813899626,0.045116075339465614,0.9277853314183861,0.3758406768850313,125.05853937394488,0
2024-01-12,App,East,Repeat,2264.0,1427,153.0,151.0,84106.68801955874,0.06757950530035335,0.99,0.41737013183211646,121.16408646630555,0
2024-01-12,App,West,New,2457.0,1517,111.0,103.0,77286.14599657981,0.045177045177045176,0.9292298306099859,0.31835238597290083,145.7574276018424,0
2024-01-12,App,West,Repeat,2228.0,1131,127.0,116.0,83287.88769931016,0.057001795332136444,0.9165502105373944,0.28575902138372145,96.50544657714468,0
